Linux 5.4.0-193-generic (p4) 	08/25/2024 	_x86_64_	(8 CPU)

07:02:48 PM kbmemfree   kbavail kbmemused  %memused kbbuffers  kbcached  kbcommit   %commit  kbactive   kbinact   kbdirty
07:02:49 PM   4997856   5616920   3141104     34.35     52940    778924   3943932     35.08   3262836    580748      8484
07:02:50 PM   4997100   5617044   3140996     34.35     52940    779764   3943932     35.08   3262724    581604      9308
07:02:51 PM   4996840   5617516   3140432     34.34     52940    780568   3943932     35.08   3262724    582324     10228
07:02:52 PM   4996092   5617496   3140464     34.34     52940    781260   3943932     35.08   3262724    583044     11040
07:02:53 PM   4995084   5617580   3140444     34.34     52940    782268   3943932     35.08   3262724    584124     11912
07:02:54 PM   4994328   5617372   3140544     34.34     52948    782900   3943932     35.08   3262724    584664     12636
07:02:55 PM   4993320   5617176   3140812     34.35     52948    783620   3943932     35.08   3262764    585460     13460
07:02:56 PM   4992564   5617228   3140764     34.34     52956    784400   3943932     35.08   3262792    586260     13844
07:02:57 PM   4991808   5617104   3140840     34.35     52956    785060   3943932     35.08   3262808    586868     14392
07:02:58 PM   4991052   5617200   3140752     34.34     52956    785884   3943932     35.08   3262808    587708     15208
07:02:59 PM   4990548   5617348   3140484     34.34     52964    786640   3943932     35.08   3262808    588356     15920
07:03:00 PM   4989776   5617272   3140604     34.34     52964    787244   3943932     35.08   3262808    589028     16784
07:03:01 PM   4989272   5617436   3140412     34.34     52964    787920   3943932     35.08   3262808    589688     17556
07:03:02 PM   4988264   5617096   3140740     34.34     52964    788584   3943932     35.08   3262808    590348     18292
07:03:03 PM   4987256   5616936   3140880     34.35     52964    789432   3943932     35.08   3262816    591180     19188
07:03:04 PM   4986500   5617072   3140824     34.35     52972    790216   3943932     35.08   3262844    592052     20068
07:03:05 PM   4985744   5617044   3140808     34.35     52972    790968   3943932     35.08   3262844    592772     20896
07:03:06 PM   4984988   5617004   3140748     34.34     52972    791772   3943932     35.08   3262844    593480     21644
07:03:07 PM   4984484   5617084   3140764     34.34     52972    792240   3943932     35.08   3262852    594048     13992
