Linux 5.4.0-193-generic (p4) 	08/25/2024 	_x86_64_	(8 CPU)

07:14:46 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
07:16:16 PM     all      0.91      0.00      3.39      0.13      0.00     95.57
07:16:17 PM     all      0.78      0.00      0.91      0.00      0.00     98.32
07:16:18 PM     all      0.52      0.00      0.90      0.00      0.00     98.58
07:16:19 PM     all      0.39      0.00      0.78      0.00      0.00     98.84
07:16:20 PM     all      0.39      0.00      0.78      0.26      0.00     98.57
07:16:21 PM     all      0.78      0.00      0.90      0.00      0.00     98.32
07:16:22 PM     all      0.39      0.00      1.16      0.52      0.00     97.93
07:16:23 PM     all      0.64      0.00      0.76      0.00      0.00     98.60
07:16:24 PM     all      0.64      0.00      1.02      0.00      0.00     98.34
07:16:25 PM     all      0.51      0.00      1.40      0.13      0.00     97.96
07:16:26 PM     all      0.65      0.00      0.65      0.00      0.00     98.71
07:16:27 PM     all      0.65      0.00      1.29      0.00      0.00     98.06
07:16:28 PM     all      0.64      0.00      1.02      0.00      0.00     98.34
07:16:29 PM     all      1.03      0.00      0.39      0.00      0.00     98.58
07:16:30 PM     all      0.77      0.00      0.38      0.26      0.00     98.59
07:16:31 PM     all      0.51      0.00      0.64      0.00      0.00     98.84
07:16:32 PM     all      0.90      0.00      0.39      0.13      0.00     98.58
07:16:33 PM     all      0.52      0.00      0.52      0.00      0.00     98.96
07:16:34 PM     all      0.91      0.00      0.78      0.00      0.00     98.32
07:16:35 PM     all      0.65      0.00      0.65      0.00      0.00     98.71
07:16:36 PM     all      0.90      0.00      0.52      0.00      0.00     98.58
07:16:37 PM     all      0.63      0.00      0.51      0.00      0.00     98.86
07:16:38 PM     all      0.77      0.00      0.52      0.00      0.00     98.71
07:16:39 PM     all      0.64      0.00      0.51      0.00      0.00     98.84
07:16:40 PM     all      0.65      0.00      0.78      0.13      0.00     98.45
07:16:41 PM     all      0.78      0.00      0.91      0.00      0.00     98.31
07:16:42 PM     all      0.39      0.00      0.65      0.13      0.00     98.83
07:16:43 PM     all      0.39      0.00      0.26      0.00      0.00     99.36
07:16:44 PM     all      0.65      0.00      0.77      0.00      0.00     98.58
07:16:45 PM     all      0.78      0.00      0.39      0.00      0.00     98.83
07:16:46 PM     all      0.52      0.00      0.77      0.13      0.00     98.58
07:16:47 PM     all      0.78      0.00      1.43      0.13      0.00     97.67
07:16:48 PM     all      2.69      0.00      0.26      0.00      0.00     97.05
07:16:49 PM     all      0.13      0.00      0.63      0.00      0.00     99.24
07:16:50 PM     all      0.64      0.00      1.03      0.00      0.00     98.33
