Linux 5.4.0-193-generic (p4) 	08/25/2024 	_x86_64_	(8 CPU)

07:17:59 PM kbmemfree   kbavail kbmemused  %memused kbbuffers  kbcached  kbcommit   %commit  kbactive   kbinact   kbdirty
07:18:00 PM   4562212   5400264   3348556     36.62     54820    992140   4303580     38.28   3533844    728624       744
07:18:01 PM   4561456   5400208   3348608     36.62     54820    992828   4303580     38.28   3533920    729308      1636
07:18:02 PM   4560684   5400340   3348448     36.62     54820    993716   4303580     38.28   3534116    730192      2748
07:18:03 PM   4559676   5400172   3348732     36.62     54820    994428   4303580     38.28   3534156    731028      3764
07:18:04 PM   4558920   5400316   3348352     36.61     54820    995524   4303580     38.28   3534196    731912      4656
07:18:05 PM   4557912   5400208   3348492     36.62     54828    996364   4303580     38.28   3534296    732776      5696
07:18:06 PM   4557156   5400424   3348280     36.61     54828    997312   4303580     38.28   3534352    733740      6764
07:18:07 PM   4556148   5400160   3348628     36.62     54828    997964   4303580     38.28   3534368    734480      7832
07:18:08 PM   4554888   5399876   3348760     36.62     54828    999052   4303580     38.28   3534396    735436      8824
07:18:09 PM   4554132   5399960   3348704     36.62     54828    999844   4303580     38.28   3534408    736264      9844
07:18:10 PM   4553108   5399656   3348960     36.62     54836   1000600   4303580     38.28   3534432    736984     10892
07:18:11 PM   4552352   5399584   3349012     36.62     54836   1001304   4303580     38.28   3534432    737668     11732
07:18:12 PM   4551596   5399780   3348796     36.62     54836   1002200   4303580     38.28   3534432    738580     12768
07:18:13 PM   4550588   5399560   3348988     36.62     54836   1002996   4303580     38.28   3534432    739360     13568
07:18:14 PM   4549580   5399456   3349000     36.62     54836   1003972   4303580     38.28   3534440    740252     14720
07:18:15 PM   4548572   5399496   3349116     36.62     54848   1004832   4303580     38.28   3534488    741268      8540
07:18:16 PM   4547816   5399472   3349072     36.62     54848   1005608   4303580     38.28   3534488    741988      9580
07:18:17 PM   4547060   5399508   3349036     36.62     54848   1006380   4303580     38.28   3534488    742768     10432
07:18:18 PM   4546304   5399576   3348952     36.62     54848   1007200   4303580     38.28   3534512    743584     11580
07:18:19 PM   4545532   5399588   3348872     36.62     54848   1008016   4303580     38.28   3534528    744348     12600
07:18:20 PM   4544524   5399396   3349012     36.62     54856   1008860   4303580     38.28   3534556    745156      1596
07:18:21 PM   4543768   5399552   3349068     36.62     54856   1009560   4303580     38.28   3534556    746068      2704
07:18:22 PM   4543012   5399748   3348768     36.62     54856   1010564   4303580     38.28   3534588    746996      3736
07:18:23 PM   4542256   5399700   3348800     36.62     54856   1011268   4303580     38.28   3534612    747692      4580
07:18:24 PM   4541500   5399852   3348640     36.62     54856   1012164   4303580     38.28   3534620    748584      5516
07:18:25 PM   4540492   5399696   3348780     36.62     54864   1013000   4303580     38.28   3534620    749424      6560
07:18:26 PM   4539736   5399792   3348652     36.62     54864   1013864   4303580     38.28   3534620    750264      7572
07:18:27 PM   4538980   5399808   3348636     36.62     54864   1014616   4303580     38.28   3534636    751028      8444
07:18:28 PM   4538208   5399836   3348572     36.62     54864   1015416   4303580     38.28   3534636    751808      9344
07:18:29 PM   4537452   5399868   3348556     36.62     54864   1016172   4303580     38.28   3534644    752580     10304
07:18:30 PM   4536444   5399576   3348768     36.62     54872   1016940   4303580     38.28   3534656    753288     11136
07:18:31 PM   4535688   5399612   3348776     36.62     54872   1017668   4303580     38.28   3534664    754060     12000
07:18:32 PM   4534932   5399372   3348760     36.62     54872   1018436   4303580     38.28   3534664    754576     12600
07:18:33 PM   4533916   5399484   3348816     36.62     54872   1019344   4303580     38.28   3534668    755676     13760
07:18:34 PM   4533152   5399488   3348840     36.62     54872   1020084   4303580     38.28   3534704    756444     14368
07:18:35 PM   4532396   5399504   3348812     36.62     54880   1020824   4303580     38.28   3534704    757200     15440
07:18:36 PM   4531892   5399672   3348588     36.62     54880   1021532   4303580     38.28   3534704    757860     16236
07:18:37 PM   4531136   5399460   3348776     36.62     54880   1022088   4303580     38.28   3534704    758400     16884
07:18:38 PM   4530616   5399740   3348488     36.62     54880   1022860   4303580     38.28   3534704    759180     17764
07:18:39 PM   4529608   5399248   3348732     36.62     54880   1023624   4303580     38.28   3534704    759696     18404
07:18:40 PM   4528852   5399456   3348756     36.62     54888   1024312   4303580     38.28   3534740    760644     19392
07:18:41 PM   4528096   5399368   3348824     36.62     54888   1024984   4303580     38.28   3534748    761296     11864
07:18:42 PM   4583544   5455516   3292688     36.01     54888   1025652   4249296     37.80   3478532    761980     12616
07:18:43 PM   4583544   5455516   3292688     36.01     54888   1025652   4249296     37.80   3478532    761980     12616
07:18:44 PM   4583544   5455520   3292684     36.01     54888   1025652   4249296     37.80   3478532    761984     12616
07:18:45 PM   4583544   5455520   3292684     36.01     54896   1025644   4249296     37.80   3478532    761984     12616
07:18:46 PM   4583544   5455604   3292668     36.01     54896   1025652   4249296     37.80   3478540    762068       552
